stereotypy,spectral_centroid_hz,spectral_bandwidth_hz,call_duration_s,decoy_sim_top1,decoy_sim_mean,species,n_recordings,n_shot,shot_strategy,n_heldout_calls,clf_train_acc,perch_version,perch_embed_dim,perch_peak_norm,perch_backend,verifier,encoder_seed,fusion,feature,n_seeds,use_timefilter,use_hard_neg,ap,f1,p,r,fptp,auc,ratio,fa_per_hr,fa_per_hr_r90,ap_sd,f1_sd,p_sd,r_sd,fptp_sd,auc_sd,ratio_sd,fa_per_hr_sd,fa_per_hr_r90_sd
0.4619135558605194,2474.7290605305925,2289.74786461993,0.06186848072562357,0.4867986738681793,0.4568309932947159,bcnher,500,5,rated,495,0.8934426229508197,v2,1536,0.25,tf,logreg,1,p * sqrt(v),pcen,3,False,False,0.6405941406273298,0.6828614998810462,0.7577264262455953,0.6222222222222222,0.16666666666666666,0.5468055555555555,1.0191171923314781,43.0,281.5,0.03393504687792053,0.029405339002881985,0.03948494487737896,0.03367876570272818,0.10137937550497032,0.10661947831359986,0.2296394395251611,35.79106033634656,155.33753570853375
0.4619135558605194,2474.7290605305925,2289.74786461993,0.06186848072562357,0.4867986738681793,0.4568309932947159,bcnher,500,5,rated,495,0.8934426229508197,v2,1536,0.25,tf,logreg,1,sqrt(p) * v,pcen,3,False,False,0.667874401804102,0.7196606050601573,0.8152907521328574,0.6444444444444445,0.09999999999999999,0.6088888888888889,0.9741991341991342,33.5,280.5,0.04748692913700367,0.023209763574070147,0.04501049579989135,0.009622504486493794,0.06009252125773315,0.09402908562195657,0.17951135550570502,29.483045975611137,156.66923756755824
0.4619135558605194,2474.7290605305925,2289.74786461993,0.06186848072562357,0.4867986738681793,0.4568309932947159,bcnher,500,5,rated,495,0.8934426229508197,v2,1536,0.25,tf,logreg,1,geo mean sqrt(p*v),pcen,3,False,False,0.6510860078624552,0.7002327334303917,0.8045177045177044,0.6222222222222222,0.1277777777777778,0.5718055555555556,0.9796209081923367,33.5,281.5,0.04201585090222167,0.0263086853323821,0.06764203504563736,0.03367876570272816,0.08388704928078611,0.10550531059274508,0.19780301175006473,24.43358344574123,155.33753570853375
0.4619135558605194,2474.7290605305925,2289.74786461993,0.06186848072562357,0.4867986738681793,0.4568309932947159,bcnher,500,5,rated,495,0.8934426229508197,v2,1536,0.25,tf,logreg,2,stage-1 only  (p),pcen,3,False,False,0.6592492456284432,0.7178391149841973,0.8241310996008394,0.6388888888888888,0.14444444444444446,0.49331018518518516,1.0404891304347823,39.0,244.5,0.05447643220684084,0.03556334980750658,0.1002999339215086,0.004811252243246928,0.15485955405295948,0.07978632770714394,0.12374219486183752,25.588083163847973,108.1249277456406
0.4619135558605194,2474.7290605305925,2289.74786461993,0.06186848072562357,0.4867986738681793,0.4568309932947159,bcnher,500,5,rated,495,0.8934426229508197,v2,1536,0.25,tf,logreg,2,perch only    (v),pcen,3,False,False,0.6421797332934531,0.7357551750323476,0.8129516170041748,0.6750000000000002,0.1722222222222222,0.7424768518518517,0.6717429948503675,2.0,243.0,0.06925443381649796,0.06653776318966659,0.05528844406587618,0.09166666666666667,0.05091750772173156,0.021984441105476527,0.12772715871543522,2.29128784747792,105.82178414674362
0.4619135558605194,2474.7290605305925,2289.74786461993,0.06186848072562357,0.4867986738681793,0.4568309932947159,bcnher,500,5,rated,495,0.8934426229508197,v2,1536,0.25,tf,logreg,2,p * v,pcen,3,False,False,0.685865207880159,0.7293190788355325,0.8652996808616154,0.6333333333333333,0.08888888888888889,0.5675694444444445,1.0304490170461615,29.5,246.0,0.0537110170467315,0.027450109981296267,0.09783807815378223,0.016666666666666663,0.08552669065744807,0.07061004430306979,0.16015701327970205,18.874586088176873,110.4411608051998
0.4619135558605194,2474.7290605305925,2289.74786461993,0.06186848072562357,0.4867986738681793,0.4568309932947159,bcnher,500,5,rated,495,0.8934426229508197,v2,1536,0.25,tf,logreg,2,p * sqrt(v),pcen,3,False,False,0.6761749678315327,0.7239380217128462,0.8388397867564534,0.6388888888888888,0.09999999999999999,0.5406712962962964,1.0091030963501124,35.5,246.0,0.05338763962268803,0.02690745791971593,0.08031723561407673,0.017347216662217772,0.10408329997330665,0.07495537295398363,0.12089990895006165,22.516660498395403,110.4411608051998
0.4619135558605194,2474.7290605305925,2289.74786461993,0.06186848072562357,0.4867986738681793,0.4568309932947159,bcnher,500,5,rated,495,0.8934426229508197,v2,1536,0.25,tf,logreg,2,sqrt(p) * v,pcen,3,False,False,0.6998343821539986,0.7426312005751258,0.8665377176015473,0.65,0.044444444444444446,0.6145138888888889,0.964016514201528,30.5,246.0,0.053480949575199103,0.02814145462187409,0.023276221560074917,0.033333333333333326,0.05091750772173156,0.06047151884192575,0.1299986384646259,31.188940347501386,111.93859924083381
0.4619135558605194,2474.7290605305925,2289.74786461993,0.06186848072562357,0.4867986738681793,0.4568309932947159,bcnher,500,5,rated,495,0.8934426229508197,v2,1536,0.25,tf,logreg,2,geo mean sqrt(p*v),pcen,3,False,False,0.685865207880159,0.7293190788355325,0.8652996808616154,0.6333333333333333,0.08888888888888889,0.5675694444444445,1.0304490170461615,29.5,246.0,0.0537110170467315,0.027450109981296267,0.09783807815378223,0.016666666666666663,0.08552669065744807,0.07061004430306979,0.16015701327970205,18.874586088176873,110.4411608051998
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,0,stage-1 only  (p),pcen,3,False,False,0.5739423618953602,0.6277729591872365,0.6760601180891035,0.5888888888888889,0.4222222222222222,0.553125,0.8992791547348672,82.0,181.5,0.13810453961223074,0.09859482573757364,0.13470640865341793,0.08511974136691426,0.4379032533097456,0.043384107095303784,0.042689972389305095,70.88723439378913,58.57687256929991
